confidence,book,chapter,verse,strongs,lemma,gloss_meaning,db_count,source_count,db_ancient_texts,db_english_glosses,source_words,db_token_ids
HIGH,1Co,15,3,G3880,παραλαμβάνω,to take; to receive,2,1,παρελαβον | παρελαβον,I | received,παρέλαβον,329807 | 329809
HIGH,1Co,15,13,G3761,οὐδέ,and not,2,1,ουδε | ουδε,then | not,οὐδὲ,329956 | 329959
HIGH,1Co,15,13,G1453,ἐγείρω,to raise up,2,1,εγηγερται | εγηγερται,is | risen,ἐγήγερται·,329957 | 329960
HIGH,1Co,15,14,G1453,ἐγείρω,to raise up,2,1,εγηγερται | εγηγερται,be | risen,"ἐγήγερται,",329964 | 329966
HIGH,1Co,15,15,G1453,ἐγείρω,to raise up,4,3,ηγειρεν | ηγειρεν | ηγειρεν | εγειρονται,he raised up | he raised | up | rise,ἤγειρεν | ἤγειρεν | ἐγείρονται·,329990 | 329994 | 329996 | 330000
HIGH,1Co,15,16,G1453,ἐγείρω,to raise up,3,2,εγειρονται | εγηγερται | εγηγερται,rise | is | raised,"ἐγείρονται, | ἐγήγερται·",330005 | 330008 | 330011
HIGH,1Co,15,16,G3761,οὐδέ,and not,2,1,ουδε | ουδε,then | not,οὐδὲ,330007 | 330009
HIGH,1Co,15,17,G1453,ἐγείρω,to raise up,2,1,εγηγερται | εγηγερται,be | raised,"ἐγήγερται,",330015 | 330017
HIGH,1Co,15,19,G1510,εἰμί,to be,2,1,εσμεν | εσμεν,we have | we are,ἐσμέν.¶,330041 | 330045
HIGH,1Co,15,22,G2227,ζωοποιέω,to make alive,2,1,ζωοποιηθησονται | ζωοποιηθησονται,shall | be made alive,ζῳοποιηθήσονται.,330082 | 330084
HIGH,1Co,15,27,G5293,ὑποτάσσω,to subject,4,3,υπεταξεν | υποτετακται | υποταξαντος | υποταξαντος,he hath put | are put under | did put | under,"ὑπέταξεν | ὑποτέτακται, | ὑποτάξαντος",330141 | 330152 | 330157 | 330160
HIGH,1Co,15,28,G5293,ὑποτάσσω,to subject,4,3,υποταγη | υποταγησεται | υποταγησεται | υποταξαντι,shall be subdued | shall | be subject | that put,ὑποταγῇ | ὑποταγήσεται | ὑποτάξαντι,330166 | 330169 | 330174 | 330176
HIGH,1Co,15,29,G0907,βαπτίζω,to baptize,3,2,βαπτιζομενοι | βαπτιζονται | βαπτιζονται,are baptized | are they | baptized,βαπτιζόμενοι | βαπτίζονται,330192 | 330202 | 330204
HIGH,1Co,15,29,G3498,νεκρός,dead,3,2,νεκρων | νεκροι | νεκρων,the dead | the dead | the dead,νεκρῶν; | νεκροὶ,330195 | 330197 | 330207
HIGH,1Co,15,30,G2793,κινδυνεύω,to be in danger,2,1,κινδυνευομεν | κινδυνευομεν,stand | in jeopardy,κινδυνεύομεν,330210 | 330212
HIGH,1Co,15,33,G4105,πλανάω,to lead astray,2,1,πλανασθε | πλανασθε,Be | deceived,πλανᾶσθε·,330250 | 330252
HIGH,1Co,15,35,G1453,ἐγείρω,to raise up,2,1,εγειρονται | εγειρονται,are | raised up,ἐγείρονται,330276 | 330279
HIGH,1Co,15,36,G2227,ζωοποιέω,to make alive,2,1,ζωοποιειται | ζωοποιειται,is | quickened,ζῳοποιεῖται,330288 | 330290
HIGH,1Co,15,44,G1510,εἰμί,to be,2,1,εστιν | εστιν,There is | there is,ἔστιν,330414 | 330418
HIGH,1Co,15,49,G5409,φορέω,to bear,3,2,εφορεσαμεν | φορεσομεν | φορεσομεν,we have borne | we shall | bear,ἐφορέσαμεν | φορέσομεν,330481 | 330485 | 330487
HIGH,1Co,15,50,G2816,κληρονομέω,to inherit,3,2,κληρονομησαι | κληρονομει | κληρονομει,inherit | doth | inherit,κληρονομῆσαι | κληρονομεῖ.,330501 | 330505 | 330508
HIGH,1Co,15,51,G2837,κοιμάω,to sleep,2,1,κοιμηθησομεθα | κοιμηθησομεθα,We shall | sleep,"κοιμηθησόμεθα,",330515 | 330519
HIGH,1Co,15,51,G0236,ἀλλάσσω,to change,2,1,αλλαγησομεθα | αλλαγησομεθα,we shall | be changed,ἀλλαγησόμεθα,330521 | 330523
HIGH,1Co,16,6,G4311,προπέμπω,to send on one’s way,2,1,προπεμψητε | προπεμψητε,may bring | on my journey,προπέμψητε,330727 | 330729
HIGH,1Co,16,11,G1848,ἐξουθενέω,to despise,2,1,εξουθενηση | εξουθενηση,Let | despise,ἐξουθενήσῃ·,330787 | 330791
HIGH,1Co,16,11,G4311,προπέμπω,to send on one’s way,2,1,προπεμψατε | προπεμψατε,conduct | forth,προπέμψατε,330794 | 330796
HIGH,1Co,16,12,G3870,παρακαλέω,to urge,2,1,παρεκαλεσα | παρεκαλεσα,I | desired,παρεκάλεσα,330814 | 330816
HIGH,1Co,16,14,G1096,γίνομαι,to be,2,1,γινεσθω | γινεσθω,Let | be done,γινέσθω.¶,330844 | 330848
HIGH,1Co,16,14,G3956,πᾶς,all,2,1,παντα | παντα,all | things,πάντα,330845 | 330847
HIGH,1Co,16,19,G0782,ἀσπάζομαι,to greet,2,1,ασπαζονται | ασπαζονται,salute | salute,Ἀσπάζονται,330916 | 330921
HIGH,1Co,16,21,G3972,Παῦλος,Paul,2,1,παυλου | παυλου,of | Paul,Παύλου·,330944 | 330945
HIGH,1Jn,1,1,G1473,ἐγώ,I,2,0,ημων | ημων,our | our,,360173 | 360179
HIGH,1Jn,1,2,G3588,ὁ,the,5,4,ὁ | ὁ | ὁ | ὁ | την,. | . | . | . | .,ἡ | τὴν | τὴν | τὸν,360189 | 360199 | 360202 | 360207 | 360212
HIGH,1Jn,1,2,G2222,ζωή,life,3,2,ζωη | ζωην | ζωην,the life | that | life,ζωὴ | ζωὴν,360190 | 360200 | 360203
HIGH,1Jn,1,7,G0240,ἀλλήλων,one another,2,1,αλληλων | αλληλων,one | another,ἀλλήλων,360308 | 360310
HIGH,1Jn,1,10,G0264,ἁμαρτάνω,to sin,2,1,ημαρτηκαμεν | ημαρτηκαμεν,we have | sinned,"ἡμαρτήκαμεν,",360362 | 360364
HIGH,1Jn,2,2,G3588,ὁ,the,4,3,ὁ | ὁ | ὁ | των,. | . | . | .,τῶν | τῶν | τοῦ,360402 | 360412 | 360415 | 360417
HIGH,1Jn,2,2,G2889,κόσμος,world,2,1,κοσμου | κοσμου,the | world,κόσμου.,360413 | 360416
HIGH,1Jn,2,3,G1097,γινώσκω,to know,3,2,γινωσκομεν | γινωσκομεν | εγνωκαμεν,we | know | we know,γινώσκομεν | ἐγνώκαμεν,360420 | 360422 | 360424
HIGH,1Jn,2,5,G5048,τελειόω,to complete,2,1,τετελειωται | τετελειωται,is | perfected,τετελείωται.,360460 | 360465
HIGH,1Jn,2,7,G1785,ἐντολή,commandment,5,3,εντολην | εντολην | εντολην | εντολη | εντολη,commandment | an | commandment | The | commandment,ἐντολὴν | ἐντολὴν | ἐντολὴ,360490 | 360493 | 360495 | 360501 | 360504
HIGH,1Jn,2,7,G3588,ὁ,the,4,3,ὁ | ὁ | ὁ | η,. | . | . | .,ἡ | ἡ | ὁ,360500 | 360503 | 360506 | 360512
HIGH,1Jn,2,8,G1785,ἐντολή,commandment,2,1,εντολην | εντολην,a | commandment,ἐντολὴν,360514 | 360516
HIGH,1Jn,2,8,G3588,ὁ,the,4,3,ὁ | ὁ | ὁ | το,. | . | . | .,ἡ | τὸ | τὸ,360528 | 360532 | 360535 | 360539
HIGH,1Jn,2,8,G5457,φῶς,light,2,1,φως | φως,the | light,φῶς,360533 | 360536
HIGH,1Jn,2,12,G1223,διά,through,2,1,δια | δια,for | sake,διὰ,360607 | 360611
HIGH,1Jn,2,13,G1125,γράφω,to write,3,2,γραφω | γραφω | γραφω,I write | I write | I write,γράφω | γράφω,360612 | 360619 | 360625
HIGH,1Jn,2,13,G4771,σύ,you (singular),3,2,υμιν | υμιν | υμιν,unto you | unto you | unto you,"ὑμῖν, | ὑμῖν,",360613 | 360620 | 360626
HIGH,1Jn,2,13,G3754,ὅτι,that,3,2,οτι | οτι | οτι,because | because | because,ὅτι | ὅτι,360615 | 360622 | 360628
HIGH,1Jn,2,13,G1097,γινώσκω,to know,2,1,εγνωκατε | εγνωκατε,ye have known | ye have known,ἐγνώκατε,360616 | 360629
HIGH,1Jn,2,13,G3588,ὁ,the,3,2,ὁ | τον | τον,. | . | .,τὸν | τὸν,360630 | 360632 | 360633
HIGH,1Jn,2,15,G1510,εἰμί,to be,2,1,εστιν | εστιν,is | in,ἔστιν,360679 | 360681
HIGH,1Jn,2,18,G5610,ὥρα,hour,4,2,ωρα | ωρα | ωρα | ωρα,the | time | the | time,ὥρα | ὥρα,360734 | 360736 | 360753 | 360755
HIGH,1Jn,2,19,G1537,ἐκ,from,4,3,εξ | εξ | εξ | εξ,out from | of | of | of,ἐξ | ἐξ | ἐξ,360757 | 360762 | 360767 | 360780
HIGH,1Jn,2,19,G1473,ἐγώ,I,5,0,ημων | ημων | ημων | ημων | ημων,us | us | us | us | us,,360758 | 360763 | 360768 | 360772 | 360781
HIGH,1Jn,2,21,G1125,γράφω,to write,2,1,εγραψα | εγραψα,I have | written,ἔγραψα,360792 | 360794
HIGH,1Jn,2,21,G1492,εἴδω,to see; to know,2,0,οιδατε | οιδατε,ye know | ye know,,360797 | 360803
HIGH,1Jn,2,24,G3739,ὅς,who; what,3,2,ο | ο | ο,that | which | that which,ὃ | ὃ,360848 | 360853 | 360858
HIGH,1Jn,3,2,G5319,φανερόω,to reveal,3,2,εφανερωθη | εφανερωθη | φανερωθη,it doth | appear | he shall appear,"ἐφανερώθη | φανερωθῇ,",361001 | 361003 | 361010
HIGH,1Jn,3,6,G3708,ὁράω,to see,2,1,εωρακεν | εωρακεν,hath | seen,ἑώρακεν,361073 | 361075
HIGH,1Jn,3,7,G4105,πλανάω,to lead astray,2,1,πλανατω | πλανατω,let | deceive,πλανάτω,361083 | 361085
HIGH,1Jn,3,9,G4160,ποιέω,to do,2,1,ποιει | ποιει,doth | commit,"ποιεῖ,",361129 | 361131
HIGH,1Jn,3,18,G0025,ἀγαπάω,to love,2,1,αγαπωμεν | αγαπωμεν,let us | love,ἀγαπῶμεν,361326 | 361328
HIGH,1Jn,3,19,G3588,ὁ,the,2,1,ὁ | ὁ,. | .,τῆς,361343 | 361348
HIGH,1Jn,3,20,G1473,ἐγώ,I,2,0,ημων | ημων,our | our,,361354 | 361363
HIGH,1Jn,3,21,G1473,ἐγώ,I,2,0,ημων | ημων,our | us,,361371 | 361375
HIGH,1Jn,3,22,G1799,ἐνώπιον,before,2,1,ενωπιον | ενωπιον,in | sight,ἐνώπιον,361397 | 361399
HIGH,1Jn,3,24,G1473,ἐγώ,I,2,0,ημιν | ημιν,us | us,,361442 | 361448
HIGH,1Jn,4,6,G1473,ἐγώ,I,3,0,ημεις | ημων | ημων,We | us | us,,361561 | 361570 | 361579
HIGH,1Jn,4,12,G1722,ἐν,in,2,1,εν | εν,. | .,ἐν,361700 | 361708
HIGH,1Jn,4,12,G1473,ἐγώ,I,2,0,ημιν | ημιν,us | us,,361701 | 361709
HIGH,1Jn,4,13,G1473,ἐγώ,I,2,0,ημιν | ημιν,us | us,,361720 | 361723
HIGH,1Jn,4,17,G5048,τελειόω,to complete,2,1,τετελειωται | τετελειωται,is | made perfect,τετελείωται,361796 | 361801
HIGH,1Jn,4,18,G5048,τελειόω,to complete,2,1,τετελειωται | τετελειωται,is | made perfect,τετελείωται,361840 | 361842
HIGH,1Jn,4,20,G3708,ὁράω,to see,3,2,εωρακεν | εωρακεν | εωρακεν,he hath seen | he hath | seen,"ἑώρακεν, | ἑώρακεν",361878 | 361885 | 361887
HIGH,1Jn,5,15,G1492,εἴδω,to see; to know,2,0,οιδαμεν | οιδαμεν,we know | we know,,362233 | 362240
HIGH,1Jn,5,16,G3004,λέγω,to say,2,1,λεγω | λεγω,I do | say,λέγω,362273 | 362275
HIGH,1Ki,1,37,H1431,גָּדַל,grow up,2,1,גדל | גדל,and make | greater,וִֽ/יגַדֵּל֙,91588 | 91590
HIGH,1Ki,1,42,H1319,בָּשַׂר,bear tidings,2,1,בשר | בשר,and bringest | tidings,תְּבַשֵּֽׂר\׃,91664 | 91666
HIGH,1Ki,1,47,H1431,גָּדַל,grow up,2,1,גדל | גדל,and make | greater,וִֽ/יגַדֵּ֥ל,91721 | 91723
HIGH,1Ki,2,17,H7725,שׁוּב,turn back,2,1,שוב | שוב,for he will not say | nay,יָשִׁ֖יב,91986 | 91988
HIGH,1Ki,2,20,H7725,שׁוּב,turn back,4,2,שוב | שוב | שוב | שוב,say | not nay | for I will not say | nay,תָּ֖שֶׁב | אָשִׁ֖יב,92021 | 92023 | 92028 | 92030
HIGH,1Ki,2,30,H7725,שׁוּב,turn back,2,1,שוב | שוב,brought | again,וַ/יָּ֨שֶׁב,92168 | 92171
HIGH,1Ki,2,40,H3212,יָלַךְ,go,2,0,ילך | ילך,and went | went,,92308 | 92314
HIGH,1Ki,6,5,H3326,יָצוּעַ,couch｜flat surface,2,1,יצוע | יצוע,chambers | chambers,יָצִ֙יעַ֙,93293 | 93294
HIGH,1Ki,6,6,H3326,יָצוּעַ,couch｜flat surface,2,1,יצוע | יצוע,chamber | chamber,הַ/יָּצִ֨יעַ,93305 | 93306
HIGH,1Ki,6,10,H3326,יָצוּעַ,couch｜flat surface,2,1,יצוע | יצוע,chambers | chambers,הַ/יָּצִ֙יעַ֙,93359 | 93360
HIGH,1Ki,6,12,H3212,יָלַךְ,go,2,0,ילך | ילך,if thou wilt walk | to walk,,93375 | 93381
HIGH,1Ki,6,21,H7572,רַתִּיקָה,chain,2,0,רתיקה | רתיקה,by the chains | by the chains,,93479 | 93480
HIGH,1Ki,6,37,H3245,יָסַד,establish,2,1,יסד | יסד,was the foundation | laid,יֻסַּ֖ד,93648 | 93651
HIGH,1Ki,7,15,H5437,סָבַב,turn about,2,1,סבב | סבב,did compass | of them about,יָסֹ֖ב,93845 | 93847
HIGH,1Ki,8,14,H5437,סָבַב,turn about,2,1,סבב | סבב,turned | about,וַ/יַּסֵּ֤ב,94451 | 94453
HIGH,1Ki,8,31,H0423,אָלָה,oath,2,1,אלה | אלה,and an oath | and the oath,אָלָ֖ה,94666 | 94669
HIGH,1Ki,8,66,H7971,שָׁלַח,send,2,1,שלח | שלח,he sent | away,שִׁלַּ֣ח,95087 | 95089
HIGH,1Ki,9,25,H4196,מִזְבֵּחַ,altar,2,1,מזבח | מזבח,upon the altar | upon the altar,הַ/מִּזְבֵּ֙חַ֙,95391 | 95395
HIGH,1Ki,12,4,H7185,קָשָׁה,be hard,2,1,קשה | קשה,made | grievous,הִקְשָׁ֣ה,96321 | 96323
HIGH,1Ki,12,5,H3212,יָלַךְ,go,2,0,ילך | ילך,"unto them, Depart | departed",,96333 | 96338
HIGH,1Ki,12,9,H7043,קָלַל,be slight,2,1,קלל | קלל,Make | upon us lighter,הָקֵל֙,96381 | 96385
HIGH,1Ki,12,10,H3513,כָּבַד,be heavy,2,1,כבד | כבד,made | heavy,הִכְבִּ֣יד,96395 | 96397
HIGH,1Ki,12,14,H3513,כָּבַד,be heavy,2,1,כבד | כבד,made | heavy,הִכְבִּ֣יד,96440 | 96442
HIGH,1Ki,12,21,H7725,שׁוּב,turn back,2,1,שוב | שוב,to bring | again,לְ/הָשִׁיב֙,96547 | 96549
HIGH,1Ki,14,8,H7167,קָרַע,tear,2,1,קרע | קרע,And rent | away,וָ/אֶקְרַ֤ע,97209 | 97211
HIGH,1Ki,14,16,H5414,נָתַן,give,2,1,נתן | נתן,And he shall give | up,וְ/יִתֵּ֖ן,97316 | 97318
HIGH,1Ki,15,15,H6944,קֹדֶשׁ,apartness,3,2,קדש | קדש | קדש,in the things | had dedicated | and the things which himself had dedicated,קָדְשֵׁ֣י | וְ/קָדְשֵׁ֖י,97630 | 97632 | 97633
HIGH,1Ki,15,25,H8147,שְׁנַיִם,two,2,1,שנים | שנים,in the second | two,שְׁתַּ֔יִם,97772 | 97779
HIGH,1Ki,16,31,H3212,יָלַךְ,go,2,0,ילך | ילך,for him to walk | and went,,98249 | 98261
HIGH,1Ki,17,5,H3212,יָלַךְ,go,2,0,ילך | ילך,So he went | for he went,,98337 | 98341
HIGH,1Ki,17,18,H2142,זָכַר,remember,2,1,זכר | זכר,unto me to call | to remembrance,לְ/הַזְכִּ֥יר,98487 | 98489
HIGH,1Ki,17,21,H7725,שׁוּב,turn back,2,1,שוב | שוב,come | again,תָּ֥שָׁב,98523 | 98525
HIGH,1Ki,17,22,H7725,שׁוּב,turn back,2,1,שוב | שוב,came | again,וַ/תָּ֧שָׁב,98532 | 98534
HIGH,1Ki,18,5,H2421,חָיָה,live,2,1,חיה | חיה,to save | alive,וּ/נְחַיֶּה֙,98616 | 98619
HIGH,1Ki,18,16,H3212,יָלַךְ,go,2,0,ילך | ילך,went | went,,98722 | 98727
HIGH,1Ki,18,16,H7125,קִרְאָה,encounter,2,0,קראה | קראה,to meet | to meet,,98723 | 98728
HIGH,1Ki,18,20,H6908,קָבַץ,gather,2,1,קבץ | קבץ,and gathered | together,וַ/יִּקְבֹּ֥ץ,98769 | 98771
HIGH,1Ki,18,33,H6186,עָרַךְ,arrange in order｜value,2,1,ערך | ערך,And he put | in order,וַֽ/יַּעֲרֹ֖ךְ,98935 | 98937
HIGH,1Ki,18,33,H6086,עֵץ,tree,3,2,עץ | עץ | עץ,the wood | on the wood | and on the wood,הָֽ/עֵצִ֑ים | הָ/עֵצִֽים\׃,98936 | 98941 | 98949
HIGH,1Ki,18,37,H5437,סָבַב,turn about,2,1,סבב | סבב,thou hast turned | back,הֲסִבֹּ֥תָ,98988 | 98990
HIGH,1Ki,19,20,H3212,יָלַךְ,go,2,0,ילך | ילך,"I will follow | unto him, Go back",,99349 | 99351
HIGH,1Ki,20,1,H6908,קָבַץ,gather,2,1,קבץ | קבץ,gathered | together,קָבַץ֙,99375 | 99377
HIGH,1Ki,20,2,H0559,אָמַר,utter,2,0,אמר | אמר,"and said | unto him, Thus saith",,99393 | 99394
HIGH,1Ki,20,9,H7725,שׁוּב,turn back,2,1,שוב | שוב,and brought | again,וַ/יְשִׁבֻ֖/הוּ,99471 | 99473
HIGH,1Ki,20,15,H8147,שְׁנַיִם,two,2,1,שנים | שנים,and they were two | two,שְׁנַ֣יִם,99537 | 99540
HIGH,1Ki,21,2,H2896,טֹוב,a good thing｜pleasant｜welfare,2,1,טוב | טוב,thee for it a better | if it seem good,ט֣וֹב,99931 | 99933
HIGH,1Ki,22,6,H6908,קָבַץ,gather,2,1,קבץ | קבץ,gathered | together,וַ/יִּקְבֹּ֨ץ,100308 | 100310
HIGH,1Ki,22,22,H0559,אָמַר,utter,3,2,אמר | אמר | אמר,"said | unto him, Wherewith? And he said | And he said",וַ/יֹּ֗אמֶר | וַ/יֹּ֗אמֶר,100505 | 100506 | 100512
HIGH,1Ki,22,43,H5493,סוּר,turn aside,2,1,סור | סור,he turned not aside | were not taken away,סָ֣ר,100746 | 100752
HIGH,1Ki,22,43,H1116,בָּמָה,high place,2,0,במה | במה,nevertheless the high places | yet in the high places,,100751 | 100756
HIGH,1Pe,1,3,G3588,ὁ,the,5,4,το | ὁ | ὁ | ὁ | ο,. | . | . | . | .,ὁ | τοῦ | ὁ | τὸ,357274 | 357276 | 357280 | 357283 | 357287
HIGH,1Pe,1,3,G2962,κύριος,Lord,2,1,κυριου | κυριου,of | Lord,κυρίου,357281 | 357284
HIGH,1Pe,1,3,G0313,ἀναγεννάω,to beget again,2,1,αναγεννησας | αναγεννησας,hath begotten | again,ἀναγεννήσας,357292 | 357294
HIGH,1Pe,1,8,G3708,ὁράω,to see,3,1,ιδοντες | ιδοντες | ορωντες,having | seen | ye see,ὁρῶντες,357369 | 357371 | 357376
HIGH,1Pe,1,9,G5590,ψυχή,life; soul,2,1,ψυχων | ψυχων,of | souls,ψυχῶν·,357392 | 357393
HIGH,1Pe,1,12,G0312,ἀναγγέλλω,to announce,2,1,ανηγγελη | ανηγγελη,are | reported,ἀνηγγέλη,357440 | 357442
HIGH,1Pe,1,18,G3084,λυτρόω,to redeem; to release by paying a ransom,2,1,ελυτρωθητε | ελυτρωθητε,ye were | redeemed,ἐλυτρώθητε,357533 | 357535
HIGH,1Pe,1,21,G1453,ἐγείρω,to raise up,2,1,εγειραντα | εγειραντα,raised | up,ἐγείραντα,357574 | 357576
HIGH,1Pe,2,6,G2532,καί,and,2,1,και | και,also | and,καὶ,357732 | 357745
HIGH,1Pe,2,6,G2617,καταισχύνω,to put to shame,2,1,καταισχυνθη | καταισχυνθη,shall | be confounded,καταισχυνθῇ.,357749 | 357752
HIGH,1Pe,2,10,G3588,ὁ,the,2,1,οι | οι,. | .,οἱ,357811 | 357819
HIGH,1Pe,2,10,G1653,ἐλεέω,to have mercy on,3,2,ηλεημενοι | ηλεημενοι | ελεηθεντες,had | obtained mercy | have obtained mercy,"ἠλεημένοι, | ἐλεηθέντες.¶",357820 | 357822 | 357825
HIGH,1Pe,2,12,G1392,δοξάζω,to glorify,2,1,δοξασωσιν | δοξασωσιν,they may | glorify,δοξάσωσιν,357857 | 357862
